7.660,9.000,1.532,1.800
7.870,8.830,1.574,1.766
7.810,9.030,1.562,1.806
7.780,8.930,1.556,1.786
7.730,8.870,1.546,1.774
7.690,9.010,1.538,1.802
7.580,8.780,1.516,1.756
7.530,8.930,1.506,1.786
7.640,9.100,1.528,1.820
