12.29,20.30,12.47,23.32
11.66,21.12,14.29,23.70
11.60,21.44,11.89,22.72
11.53,21.00,12.15,23.66
11.63,22.20,12.86,22.49
11.56,23.49,12.13,22.55
11.30,22.40,12.84,22.38
12.21,23.29,12.52,20.93
12.35,23.35,12.95,22.80
12.00,22.47,13.13,22.06
