1.536,1.692,12.290,20.300
1.458,1.760,11.660,21.120
1.450,1.787,11.600,21.440
1.441,1.750,11.530,21.000
1.454,1.850,11.630,22.200
1.445,1.957,11.560,23.490
1.413,1.867,11.300,22.400
1.526,1.941,12.210,23.290
1.544,1.946,12.350,23.350
1.500,1.872,12.000,22.470
